,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,DAYS_BIRTH,CNT_CHILDREN,DAYS_EMPLOYED,NAME_EDUCATION_TYPE,NAME_CONTRACT_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,NAME_INCOME_TYPE,CODE_GENDER
72903,545040.0,26640.0,450000.0,-11553,2,-1579.0,Secondary / secondary special,Cash loans,Married,House / apartment,State servant,F
72910,521280.0,28408.5,450000.0,-8741,0,-106.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
72987,474048.0,24331.5,360000.0,-16526,1,-1089.0,Secondary / secondary special,Cash loans,Married,Municipal apartment,Working,F
73071,112500.0,12114.0,112500.0,-12742,1,-198.0,Secondary / secondary special,Cash loans,Married,With parents,Working,F
73142,675000.0,69165.0,675000.0,-11838,1,-4403.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
73162,93829.5,10233.0,81000.0,-15351,0,-724.0,Secondary / secondary special,Cash loans,Single / not married,House / apartment,Working,F
73169,135000.0,6750.0,135000.0,-10532,0,-1181.0,Secondary / secondary special,Revolving loans,Married,House / apartment,State servant,F
73185,755190.0,33394.5,675000.0,-15044,1,-1825.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
73187,1236816.0,36292.5,1080000.0,-13607,1,-3367.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
73206,962370.0,72085.5,900000.0,-12237,0,-2298.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
73253,180000.0,9000.0,180000.0,-18892,0,-1132.0,Secondary / secondary special,Revolving loans,Married,House / apartment,Working,F
73347,1223010.0,48631.5,1125000.0,-18229,1,-5207.0,Higher education,Cash loans,Married,House / apartment,Working,F
73355,229500.0,18400.5,229500.0,-12615,3,-1521.0,Higher education,Cash loans,Married,House / apartment,Commercial associate,M
73388,675000.0,26901.0,675000.0,-17279,0,-932.0,Secondary / secondary special,Cash loans,Single / not married,House / apartment,Working,F
73410,1237500.0,44581.5,1237500.0,-17815,0,-5109.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
73502,437877.0,22486.5,378000.0,-16697,0,-2992.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
73541,675000.0,33750.0,675000.0,-15713,0,-292.0,Incomplete higher,Revolving loans,Married,House / apartment,Commercial associate,F
73587,1971072.0,68643.0,1800000.0,-16907,0,-3438.0,Incomplete higher,Cash loans,Married,House / apartment,Commercial associate,M
73602,1546020.0,45202.5,1350000.0,-13561,0,-91.0,Higher education,Cash loans,Married,House / apartment,Commercial associate,M
73636,675000.0,21775.5,675000.0,-11379,2,-489.0,Incomplete higher,Cash loans,Married,House / apartment,State servant,F
73674,180000.0,9000.0,180000.0,-17219,0,-2417.0,Secondary / secondary special,Revolving loans,Separated,House / apartment,Working,F
73717,1546020.0,50004.0,1350000.0,-13291,3,-5096.0,Higher education,Cash loans,Married,House / apartment,State servant,M
73729,1288350.0,37800.0,1125000.0,-13205,2,-3869.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,M
73746,675000.0,21906.0,675000.0,-10375,0,-962.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,M
73762,630000.0,33696.0,630000.0,-12466,0,-246.0,Higher education,Cash loans,Married,House / apartment,Working,F
73989,1096020.0,52857.0,900000.0,-16203,0,-4864.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
74001,1546020.0,45333.0,1350000.0,-12861,1,-3521.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
74012,986418.0,50364.0,810000.0,-17491,0,-6325.0,Secondary / secondary special,Cash loans,Civil marriage,House / apartment,Working,F
74077,1056447.0,31018.5,922500.0,-15955,0,-5621.0,Incomplete higher,Cash loans,Married,House / apartment,Working,F
74090,1078200.0,34911.0,900000.0,-17621,0,-1253.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,M
74105,566055.0,16681.5,472500.0,-20053,0,-4485.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
74172,918468.0,30483.0,697500.0,-17432,0,-550.0,Higher education,Cash loans,Married,House / apartment,Commercial associate,M
74193,284400.0,18306.0,225000.0,-13762,1,-209.0,Higher education,Cash loans,Civil marriage,House / apartment,Working,F
74401,728460.0,57685.5,675000.0,-16545,0,-1384.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
74422,607500.0,48127.5,607500.0,-14562,1,-1106.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
74490,225000.0,11250.0,225000.0,-21794,0,-885.0,Higher education,Revolving loans,Separated,House / apartment,Working,M
74501,547344.0,22104.0,472500.0,-12546,2,-1082.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
74502,119925.0,12415.5,112500.0,-18981,0,-3683.0,Secondary / secondary special,Cash loans,Civil marriage,Municipal apartment,Working,F
74521,447768.0,35374.5,405000.0,-9904,0,-1141.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,M
74528,91692.0,10003.5,81000.0,-12615,1,-564.0,Secondary / secondary special,Cash loans,Civil marriage,House / apartment,Working,F
74626,1546020.0,42642.0,1350000.0,-17972,0,-4732.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
74687,450000.0,22018.5,450000.0,-12977,1,-1586.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,M
74692,497520.0,39438.0,450000.0,-17831,1,-1260.0,Secondary / secondary special,Cash loans,Married,House / apartment,State servant,F
74721,1350000.0,37125.0,1350000.0,-14233,0,-5996.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
74729,675000.0,21906.0,675000.0,-8931,1,-1404.0,Secondary / secondary special,Cash loans,Separated,With parents,Working,F
74742,1125000.0,47794.5,1125000.0,-11095,1,-567.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,M
74760,225000.0,11250.0,225000.0,-19374,0,-2753.0,Secondary / secondary special,Revolving loans,Married,House / apartment,Commercial associate,F
74774,1797354.0,47542.5,1606500.0,-18062,0,-5378.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
74877,1288350.0,37800.0,1125000.0,-13593,1,-5747.0,Secondary / secondary special,Cash loans,Married,House / apartment,State servant,F
74990,545040.0,43060.5,450000.0,-10575,0,-1062.0,Secondary / secondary special,Cash loans,Single / not married,House / apartment,Working,M
74996,1078200.0,31653.0,900000.0,-13941,3,-268.0,Secondary / secondary special,Cash loans,Married,House / apartment,State servant,F
74998,900000.0,43299.0,900000.0,-18632,0,-3919.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,M
75026,324000.0,25726.5,324000.0,-21015,0,-2367.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,M
75044,675000.0,32602.5,675000.0,-13405,2,-3252.0,Higher education,Cash loans,Married,House / apartment,Working,F
75057,270000.0,13500.0,270000.0,-19195,0,-4756.0,Secondary / secondary special,Revolving loans,Married,House / apartment,Working,F
75167,595273.5,27751.5,418500.0,-13343,0,-2865.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
75188,1971072.0,68643.0,1800000.0,-21330,0,-7522.0,Higher education,Cash loans,Married,House / apartment,Working,F
75249,746280.0,59094.0,675000.0,-14894,0,-2238.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
75274,808650.0,29839.5,675000.0,-11418,1,-3440.0,Higher education,Cash loans,Married,House / apartment,Working,F
75295,358443.0,16839.0,252000.0,-11238,0,-947.0,Higher education,Cash loans,Married,Office apartment,Working,F
75318,780363.0,31077.0,697500.0,-11549,0,-4850.0,Secondary / secondary special,Cash loans,Single / not married,Municipal apartment,Working,F
75405,913500.0,30321.0,913500.0,-13464,0,-1080.0,Incomplete higher,Cash loans,Married,House / apartment,Working,M
75534,630000.0,34308.0,630000.0,-13680,1,-1660.0,Lower secondary,Cash loans,Married,House / apartment,Working,F
75544,242595.0,18904.5,202500.0,-19661,0,-1891.0,Higher education,Cash loans,Separated,House / apartment,Working,F
75632,286704.0,15682.5,247500.0,-9209,0,-257.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
75699,579195.0,27994.5,468000.0,-18089,0,-685.0,Secondary / secondary special,Cash loans,Separated,House / apartment,Commercial associate,F
75712,247500.0,19282.5,247500.0,-17423,0,-780.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
75772,508495.5,21541.5,454500.0,-11334,0,-146.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
75813,675000.0,22437.0,675000.0,-14271,2,-2529.0,Secondary / secondary special,Cash loans,Separated,House / apartment,Working,F
75835,381096.0,24484.5,301500.0,-10153,1,-599.0,Incomplete higher,Cash loans,Separated,House / apartment,Working,F
75848,254700.0,20250.0,225000.0,-19769,0,-5346.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
75869,450000.0,21109.5,450000.0,-13078,2,-1815.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
75917,450000.0,23692.5,450000.0,-12706,1,-4605.0,Higher education,Cash loans,Married,Office apartment,State servant,M
75945,592560.0,30384.0,450000.0,-11348,2,-2109.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
76130,651595.5,28831.5,526500.0,-11749,1,-2125.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,M
76229,495000.0,23944.5,495000.0,-11230,0,-212.0,Higher education,Cash loans,Married,House / apartment,Working,F
76255,986553.0,28845.0,823500.0,-10584,0,-237.0,Incomplete higher,Cash loans,Single / not married,House / apartment,Working,F
76322,187704.0,12672.0,148500.0,-12033,0,-1077.0,Secondary / secondary special,Cash loans,Married,With parents,Working,F
76330,152820.0,10080.0,135000.0,-16266,0,-1005.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
76367,157500.0,16960.5,157500.0,-10661,0,-397.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,M
76382,1075500.0,34825.5,1075500.0,-15690,0,-1640.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
76398,170640.0,9922.5,135000.0,-20052,0,-1622.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
76417,263686.5,28107.0,238500.0,-20497,0,-2191.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
76432,592560.0,30384.0,450000.0,-10529,1,-1535.0,Higher education,Cash loans,Single / not married,House / apartment,Commercial associate,F
76509,916470.0,26797.5,765000.0,-15898,1,-9326.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
76540,674842.5,45229.5,576000.0,-8981,0,-1280.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
76601,450000.0,22500.0,450000.0,-10144,1,-160.0,Secondary / secondary special,Revolving loans,Married,House / apartment,Working,M
76608,258709.5,20569.5,234000.0,-8556,1,-1108.0,Secondary / secondary special,Cash loans,Married,House / apartment,State servant,F
76625,270000.0,13500.0,270000.0,-16417,1,-6430.0,Higher education,Revolving loans,Married,House / apartment,State servant,M
76722,180000.0,9000.0,180000.0,-13551,0,-4826.0,Secondary / secondary special,Revolving loans,Married,House / apartment,Working,F
76817,592560.0,35937.0,450000.0,-14982,1,-124.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
76818,497520.0,27778.5,450000.0,-18057,0,-2010.0,Secondary / secondary special,Cash loans,Single / not married,House / apartment,Working,F
76830,454500.0,20151.0,454500.0,-21928,0,-8457.0,Secondary / secondary special,Cash loans,Civil marriage,House / apartment,Working,F
76834,1193580.0,35028.0,855000.0,-14124,0,-2990.0,Higher education,Cash loans,Married,House / apartment,Working,F
76905,348264.0,39519.0,315000.0,-12308,1,-2565.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,M
76924,180000.0,9000.0,180000.0,-12779,1,-4174.0,Secondary / secondary special,Revolving loans,Separated,House / apartment,Working,F
77032,1006920.0,40063.5,900000.0,-15037,2,-2993.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,M
77103,207396.0,13383.0,157500.0,-12954,0,-266.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
77107,675000.0,34596.0,675000.0,-17742,0,-2315.0,Higher education,Cash loans,Married,House / apartment,Working,F
77203,229230.0,24817.5,202500.0,-11412,1,-2029.0,Higher education,Cash loans,Married,House / apartment,Working,M
77209,512446.5,40617.0,463500.0,-17706,0,-3043.0,Secondary / secondary special,Cash loans,Civil marriage,House / apartment,Commercial associate,M
77279,781920.0,31522.5,675000.0,-16476,0,-1069.0,Higher education,Cash loans,Married,House / apartment,Commercial associate,M
77308,337500.0,16875.0,337500.0,-14164,3,-896.0,Secondary / secondary special,Revolving loans,Married,Office apartment,Working,F
77340,90000.0,9693.0,90000.0,-17425,0,-5246.0,Secondary / secondary special,Cash loans,Civil marriage,House / apartment,Commercial associate,M
77365,747000.0,28449.0,747000.0,-8343,0,-355.0,Secondary / secondary special,Cash loans,Civil marriage,House / apartment,Working,F
77425,1800000.0,90000.0,1800000.0,-9880,1,-1627.0,Secondary / secondary special,Revolving loans,Married,House / apartment,Working,M
77429,1666746.0,48865.5,1305000.0,-14982,0,-508.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
77442,675000.0,19867.5,675000.0,-20336,0,-3169.0,Secondary / secondary special,Cash loans,Widow,House / apartment,Commercial associate,F
77501,1185282.0,34785.0,1035000.0,-17596,0,-611.0,Higher education,Cash loans,Separated,House / apartment,Commercial associate,F
77527,202500.0,10125.0,202500.0,-22166,0,-6554.0,Secondary / secondary special,Revolving loans,Civil marriage,House / apartment,Working,F
77528,1493086.5,47011.5,1363500.0,-18722,0,-2489.0,Secondary / secondary special,Cash loans,Separated,House / apartment,Working,M
77565,452385.0,22131.0,373500.0,-17282,1,-1683.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
77628,454500.0,21865.5,454500.0,-10457,2,-835.0,Secondary / secondary special,Cash loans,Separated,House / apartment,Working,M
77668,900000.0,46084.5,900000.0,-10409,1,-260.0,Secondary / secondary special,Cash loans,Married,House / apartment,State servant,M
77694,720000.0,19120.5,720000.0,-20220,0,-1321.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
77700,225000.0,17775.0,225000.0,-14760,0,-3896.0,Higher education,Cash loans,Separated,House / apartment,Working,M
77707,970380.0,28372.5,810000.0,-13422,1,-743.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
77742,582228.0,22689.0,486000.0,-16890,0,-3045.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
77754,942300.0,26041.5,675000.0,-11402,2,-2536.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
77855,900000.0,26446.5,900000.0,-9949,3,-1497.0,Higher education,Cash loans,Married,House / apartment,Working,F
77976,397881.0,22347.0,328500.0,-14724,0,-1761.0,Secondary / secondary special,Cash loans,Single / not married,House / apartment,Commercial associate,F
78159,675000.0,32602.5,675000.0,-9837,1,-2405.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
78200,382500.0,30217.5,382500.0,-15194,0,-1531.0,Secondary / secondary special,Cash loans,Separated,House / apartment,Working,F
78201,1762110.0,46480.5,1575000.0,-14687,1,-7401.0,Incomplete higher,Cash loans,Married,House / apartment,Commercial associate,F
78246,700830.0,22738.5,585000.0,-16839,0,-1279.0,Secondary / secondary special,Cash loans,Separated,House / apartment,Working,F
78276,904500.0,38452.5,904500.0,-11653,0,-197.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
78336,337923.0,16434.0,279000.0,-18596,0,-4556.0,Secondary / secondary special,Cash loans,Widow,House / apartment,Working,F
78394,225000.0,12564.0,225000.0,-15710,0,-488.0,Secondary / secondary special,Cash loans,Married,House / apartment,State servant,F
78419,1506816.0,49797.0,1350000.0,-11747,0,-3807.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
78492,270000.0,13500.0,270000.0,-15388,1,-1204.0,Secondary / secondary special,Revolving loans,Married,House / apartment,Working,M
78609,381528.0,30271.5,315000.0,-20616,0,-4471.0,Secondary / secondary special,Cash loans,Single / not married,House / apartment,Commercial associate,M
78668,1078200.0,38331.0,900000.0,-16745,0,-2122.0,Secondary / secondary special,Cash loans,Single / not married,Municipal apartment,Working,M
78687,752116.5,41994.0,688500.0,-14739,1,-4952.0,Higher education,Cash loans,Single / not married,With parents,Commercial associate,F
78690,1125000.0,47794.5,1125000.0,-17751,0,-3695.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
78770,167895.0,16605.0,157500.0,-13474,0,-2894.0,Higher education,Cash loans,Married,House / apartment,Working,F
78792,1035000.0,30262.5,1035000.0,-8771,0,-1188.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
78831,945000.0,30613.5,945000.0,-12944,0,-186.0,Higher education,Cash loans,Married,House / apartment,Working,F
78982,294322.5,19800.0,243000.0,-14712,0,-104.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
79005,1125000.0,32895.0,1125000.0,-14636,0,-141.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
79014,765000.0,30339.0,765000.0,-19906,0,-2822.0,Higher education,Cash loans,Married,House / apartment,State servant,F
79019,405000.0,20250.0,405000.0,-14067,2,-1232.0,Higher education,Revolving loans,Married,House / apartment,Commercial associate,F
79021,270000.0,18792.0,270000.0,-10481,1,-839.0,Secondary / secondary special,Cash loans,Single / not married,With parents,Working,F
79191,68256.0,4572.0,54000.0,-15618,0,-2877.0,Secondary / secondary special,Cash loans,Separated,House / apartment,Working,F
79225,180000.0,9000.0,180000.0,-14351,3,-744.0,Secondary / secondary special,Revolving loans,Single / not married,House / apartment,Commercial associate,F
79228,152820.0,15016.5,135000.0,-18288,0,-315.0,Secondary / secondary special,Cash loans,Separated,House / apartment,Working,F
79273,625356.0,18414.0,522000.0,-18032,0,-1095.0,Secondary / secondary special,Cash loans,Civil marriage,House / apartment,Working,F
79274,180000.0,9000.0,180000.0,-10025,0,-1352.0,Secondary / secondary special,Revolving loans,Separated,House / apartment,Working,M
79316,383787.0,33070.5,328500.0,-9098,0,-1560.0,Secondary / secondary special,Cash loans,Single / not married,House / apartment,Working,M
79353,254700.0,13315.5,225000.0,-20379,0,-11122.0,Secondary / secondary special,Cash loans,Married,House / apartment,State servant,M
79438,679500.0,30834.0,679500.0,-17669,0,-4173.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
79491,225000.0,13725.0,225000.0,-8957,0,-370.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
79498,135000.0,7321.5,135000.0,-8502,0,-747.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
79548,398160.0,31585.5,315000.0,-11825,1,-1011.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,M
79552,495000.0,25402.5,495000.0,-17227,0,-3369.0,Secondary / secondary special,Cash loans,Married,With parents,Working,F
79620,323388.0,25677.0,292500.0,-12122,0,-535.0,Higher education,Cash loans,Married,House / apartment,Commercial associate,M
79698,360000.0,23004.0,360000.0,-14601,2,-2682.0,Higher education,Cash loans,Married,With parents,Working,M
79728,2013840.0,55507.5,1800000.0,-16750,1,-4365.0,Secondary / secondary special,Cash loans,Married,House / apartment,State servant,F
79746,1575000.0,60120.0,1575000.0,-20161,0,-4328.0,Secondary / secondary special,Cash loans,Single / not married,House / apartment,Working,F
79793,1006920.0,42790.5,900000.0,-15860,1,-1448.0,Secondary / secondary special,Cash loans,Single / not married,House / apartment,Working,F
79805,501363.0,25726.5,418500.0,-15131,0,-5512.0,Secondary / secondary special,Cash loans,Separated,House / apartment,Working,F
79842,203760.0,11826.0,180000.0,-14551,3,-3060.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
80011,1546020.0,45333.0,1350000.0,-19940,0,-358.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
80026,270000.0,13500.0,270000.0,-13466,1,-3933.0,Secondary / secondary special,Revolving loans,Married,House / apartment,Working,F
80051,1078200.0,31522.5,900000.0,-14636,0,-3446.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
80060,254700.0,17149.5,225000.0,-10120,1,-1946.0,Higher education,Cash loans,Married,House / apartment,Commercial associate,F
80111,1579477.5,54900.0,1363500.0,-19690,0,-12423.0,Secondary / secondary special,Cash loans,Separated,House / apartment,State servant,F
80126,360000.0,24187.5,360000.0,-19598,0,-1805.0,Higher education,Cash loans,Married,House / apartment,Working,M
80184,701721.0,33889.5,567000.0,-14349,2,-949.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
80280,521280.0,28408.5,450000.0,-12352,1,-1342.0,Lower secondary,Cash loans,Married,With parents,Commercial associate,M
80282,677664.0,31531.5,585000.0,-22463,0,-185.0,Secondary / secondary special,Cash loans,Widow,House / apartment,Working,F
80288,729792.0,26212.5,630000.0,-17767,1,-3106.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
80328,296280.0,21690.0,225000.0,-15624,0,-3636.0,Secondary / secondary special,Cash loans,Civil marriage,House / apartment,Working,F
80467,247500.0,26118.0,247500.0,-10607,0,-3093.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
80468,1006920.0,51543.0,900000.0,-10551,0,-2333.0,Secondary / secondary special,Cash loans,Single / not married,House / apartment,Working,M
80470,490495.5,27387.0,454500.0,-12027,0,-2921.0,Secondary / secondary special,Cash loans,Married,House / apartment,State servant,M
80614,2156400.0,56884.5,1800000.0,-19753,1,-11141.0,Higher education,Cash loans,Married,House / apartment,State servant,M
80629,781920.0,28215.0,675000.0,-18095,0,-11086.0,Higher education,Cash loans,Married,House / apartment,Working,F
80683,450000.0,21109.5,450000.0,-8424,0,-467.0,Secondary / secondary special,Cash loans,Civil marriage,House / apartment,Working,M
80809,312768.0,22374.0,270000.0,-12228,0,-91.0,Higher education,Cash loans,Married,House / apartment,Working,M
80895,270000.0,13500.0,270000.0,-11699,0,-3371.0,Higher education,Revolving loans,Married,House / apartment,State servant,F
80960,490495.5,46701.0,454500.0,-20352,0,-13179.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
81011,485190.0,24903.0,405000.0,-11296,2,-3284.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
81071,457312.5,36261.0,373500.0,-18049,1,-1733.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
81078,463500.0,17784.0,463500.0,-17391,0,-373.0,Secondary / secondary special,Cash loans,Married,With parents,Commercial associate,M
81196,180000.0,12159.0,180000.0,-17719,0,-3418.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
81203,1546020.0,45333.0,1350000.0,-14853,0,-5945.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
81243,225000.0,9540.0,225000.0,-16562,2,-8017.0,Higher education,Cash loans,Separated,House / apartment,State servant,F
81265,314055.0,16164.0,238500.0,-13181,0,-2777.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
81281,323460.0,26064.0,270000.0,-19924,0,-959.0,Secondary / secondary special,Cash loans,Widow,House / apartment,Commercial associate,F
81288,254700.0,27558.0,225000.0,-12976,0,-2064.0,Secondary / secondary special,Cash loans,Married,With parents,Working,F
81321,760500.0,22365.0,760500.0,-12127,0,-823.0,Higher education,Cash loans,Married,House / apartment,Working,F
81338,657000.0,25834.5,657000.0,-10018,1,-1939.0,Secondary / secondary special,Cash loans,Separated,House / apartment,Commercial associate,F
81443,1040985.0,30568.5,909000.0,-21353,0,-1214.0,Secondary / secondary special,Cash loans,Single / not married,House / apartment,Commercial associate,M
81447,450000.0,47254.5,450000.0,-13883,0,-2927.0,Higher education,Cash loans,Married,House / apartment,Working,F
81457,573408.0,20596.5,495000.0,-10437,1,-3688.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
81609,1282500.0,37498.5,1282500.0,-14480,0,-3718.0,Secondary / secondary special,Cash loans,Married,House / apartment,Commercial associate,F
81704,1412032.5,41287.5,1233000.0,-19545,0,-10613.0,Higher education,Cash loans,Married,House / apartment,Working,F
81713,573628.5,27724.5,463500.0,-20755,0,-3311.0,Higher education,Cash loans,Widow,House / apartment,Working,F
81734,380533.5,29578.5,328500.0,-13897,1,-1308.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
81840,508495.5,22396.5,454500.0,-11137,0,-3635.0,Secondary / secondary special,Cash loans,Married,Municipal apartment,Working,F
81921,1035000.0,30262.5,1035000.0,-16104,0,-9465.0,Higher education,Cash loans,Married,House / apartment,Working,F
81927,247500.0,12375.0,247500.0,-16557,0,-495.0,Secondary / secondary special,Revolving loans,Married,With parents,Working,F
82037,387000.0,30703.5,387000.0,-13361,0,-1411.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
82072,835380.0,40320.0,675000.0,-12460,1,-2193.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
82220,598486.5,21627.0,454500.0,-11269,0,-1142.0,Incomplete higher,Cash loans,Civil marriage,House / apartment,Commercial associate,F
82221,378180.0,10836.0,247500.0,-14567,0,-2605.0,Secondary / secondary special,Cash loans,Separated,House / apartment,Working,F
82345,971280.0,62203.5,900000.0,-16293,0,-1275.0,Lower secondary,Cash loans,Married,Rented apartment,Working,M
82356,114682.5,13099.5,99000.0,-12150,1,-656.0,Higher education,Cash loans,Married,House / apartment,Working,M
82362,703728.0,29943.0,607500.0,-19366,0,-432.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
82424,675000.0,33750.0,675000.0,-15087,2,-392.0,Higher education,Revolving loans,Married,House / apartment,Working,M
82440,1246500.0,49563.0,1246500.0,-11542,0,-1921.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
82483,432990.0,31504.5,382500.0,-14988,0,-7793.0,Secondary / secondary special,Cash loans,Separated,House / apartment,Working,M
82493,592560.0,26230.5,450000.0,-14505,1,-1208.0,Higher education,Cash loans,Single / not married,With parents,Commercial associate,F
82507,1070680.5,42462.0,918000.0,-11832,0,-570.0,Higher education,Cash loans,Married,House / apartment,Working,F
82509,439740.0,23985.0,315000.0,-15645,3,-2310.0,Secondary / secondary special,Cash loans,Married,House / apartment,State servant,F
82512,730017.0,32287.5,652500.0,-17846,0,-6700.0,Secondary / secondary special,Cash loans,Single / not married,House / apartment,Commercial associate,F
82589,640080.0,23121.0,450000.0,-18161,0,-1528.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
82653,1006920.0,42660.0,900000.0,-13803,1,-463.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
82673,337923.0,26829.0,279000.0,-18485,1,-486.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
82756,1223010.0,51948.0,1125000.0,-18683,0,-5509.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,M
82763,1467612.0,58333.5,1350000.0,-21085,0,-1784.0,Secondary / secondary special,Cash loans,Widow,House / apartment,Commercial associate,F
82896,540000.0,17419.5,540000.0,-13139,0,-358.0,Higher education,Cash loans,Civil marriage,House / apartment,Working,F
82973,291915.0,15966.0,252000.0,-16245,0,-577.0,Incomplete higher,Cash loans,Married,House / apartment,Commercial associate,F
83126,254700.0,14350.5,225000.0,-16898,1,-9573.0,Secondary / secondary special,Cash loans,Separated,House / apartment,Commercial associate,F
83170,225000.0,11488.5,225000.0,-19936,0,-1187.0,Secondary / secondary special,Cash loans,Married,House / apartment,State servant,F
83176,107820.0,9886.5,90000.0,-11766,0,-1652.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
83197,1192500.0,32922.0,1192500.0,-15014,0,-1487.0,Secondary / secondary special,Cash loans,Married,House / apartment,Working,F
83256,309420.0,15178.5,202500.0,-14384,2,-7456.0,Higher education,Cash loans,Married,House / apartment,Working,F
